"node_id","DAUID","int_d","dwl_d","poi","ale_index","ale_class","lon","lat"
800,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7459409019314,47.5260407933944
801,"10010821",17.299999,"161.89999",3,"-1.6531044","1",-52.746684998325,47.5255378843005
802,"10010798",4.8000002,"44",0,"-2.0018873","1",-52.8517638892724,47.5952870027141
803,"10010798",4.8000002,"44",0,"-2.0018873","1",-52.8524168117802,47.5960513951272
804,"10010655",45.200001,"926.79999",13,"-0.44657576","2",-52.8022477952612,47.5068038914815
805,"10010655",45.200001,"926.79999",13,"-0.44657576","2",-52.8020313849915,47.5063033963244
806,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7228156819231,47.6145193032323
807,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.722456899882,47.614533589268
808,"10010231",143.5,"1487.2",218,"3.583765","3",-52.7229186035928,47.5682220137006
809,"10010231",143.5,"1487.2",218,"3.583765","3",-52.7245031936478,47.5674872857498
810,"10010180",26.299999,"416",16,"-1.17295","2",-52.7465719918246,47.5275930061233
811,"10010180",26.299999,"416",16,"-1.17295","2",-52.7519523738312,47.5264972999003
812,"10010282",0.60000002,"31.5",1,"-2.0800192","1",-52.6878538119526,47.607381709832
813,"10010282",0.60000002,"31.5",1,"-2.0800192","1",-52.6884963088915,47.6074981896111
814,"10010655",45.200001,"926.79999",13,"-0.44657576","2",-52.8025771054423,47.5075005987808
815,"10010490",35.5,"640.40002",30,"-0.70406258","2",-52.7409193660451,47.5304007327018
816,"10010490",35.5,"640.40002",30,"-0.70406258","2",-52.7410822049736,47.5301639875831
817,"10010461",61.799999,"1106.9",78,"0.5665499","3",-52.7609520959737,47.5303823996396
818,"10010461",61.799999,"1106.9",78,"0.5665499","3",-52.7615095172221,47.5307607991727
819,"10010270",27.5,"614.90002",70,"-0.52256519","2",-52.7111900132312,47.6133561059246
820,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7117051075581,47.6133773092182
821,"10010620",18.6,"422",6,"-1.3962041","2",-52.8074758105023,47.5305140998405
822,"10010621",28.5,"578.5",16,"-1.0033598","2",-52.8080389817094,47.5308421374739
823,"10010250",163,"793.29999",309,"4.1808329","2",-52.7321378779902,47.5699996993906
824,"10010250",163,"793.29999",309,"4.1808329","2",-52.7326340050953,47.5697222975344
825,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7797008074166,47.56984061001
826,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7051249902148,47.6163527039767
827,"10010803",7.6999998,"115",0,"-1.8922957","1",-52.8893283887319,47.550802267439
828,"10010803",7.6999998,"115",0,"-1.8922957","1",-52.8896394813459,47.5503109939918
829,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.751504482595,47.6107910057995
830,"10010617",31.700001,"609.70001",29,"-0.80676717","2",-52.8361796015888,47.5388035000602
831,"10010256",60.200001,"916.79999",75,"0.35986191","2",-52.7113481959553,47.5815867137445
832,"10010256",60.200001,"916.79999",75,"0.35986191","2",-52.7124229175769,47.5811027014925
833,"10010804",7.6999998,"137.8",0,"-1.8741519","1",-52.8985948060159,47.5513203932441
834,"10010804",7.6999998,"137.8",0,"-1.8741519","1",-52.8992593985129,47.5523751867737
835,"10010304",77.199997,"1388.6",109,"1.3425467","3",-52.7198713096519,47.5573558031057
836,"10010307",67.900002,"1466.8",70,"0.89497596","3",-52.7200573032175,47.5579889922428
837,"10010267",46.400002,"896.90002",80,"0.13491553","2",-52.7110738919291,47.5993110028848
838,"10010342",62.799999,"1047",80,"0.5546025","3",-52.7113294777371,47.5987781023453
839,"10010653",13.1,"341.29999",16,"-1.4740517","1",-52.7835454023981,47.5300117114576
840,"10010653",13.1,"341.29999",16,"-1.4740517","1",-52.7879171978416,47.5276764975198
841,"10010167",44.5,"869.20001",54,"-0.14827305","2",-52.7698424996386,47.5300474859422
842,"10010167",44.5,"869.20001",54,"-0.14827305","2",-52.7717968001682,47.5292975149813
843,"10010805",14.1,"282.5",3,"-1.6157171","1",-52.8777340841457,47.5481635995505
844,"10010805",14.1,"282.5",3,"-1.6157171","1",-52.8761086026871,47.5476773130447
845,"10010251",168.10001,"1020.3",335,"4.6812034","3",-52.7231886990987,47.5703774979538
846,"10010251",168.10001,"1020.3",335,"4.6812034","3",-52.7237441989831,47.5706930940569
847,"10010655",45.200001,"926.79999",13,"-0.44657576","2",-52.7996868902147,47.5080319020713
848,"10010655",45.200001,"926.79999",13,"-0.44657576","2",-52.8002265968405,47.5074624929882
849,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7105130868343,47.6181087091175
850,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7098539006027,47.6177887084157
851,"10010229",111.8,"1661",100,"2.1143954","3",-52.7218186955041,47.5646842119842
852,"10010229",111.8,"1661",100,"2.1143954","3",-52.7230271068903,47.56423421227
853,"10010222",55.099998,"1393.3",57,"0.48897135","3",-52.7344875924682,47.5582124888508
854,"10010657",43.200001,"973.40002",18,"-0.40257609","3",-52.8075372092206,47.5057578084914
855,"10010654",47.400002,"996.09998",20,"-0.29020861","3",-52.807630088663,47.5069172005179
856,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7125862122802,47.5604224031591
857,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7134837986814,47.5590051933283
858,"10010240",42,"981.29999",83,"0.14764559","3",-52.7443574852096,47.5608072986743
859,"10010248",43.599998,"891.5",77,"0.053239107","2",-52.7451302037551,47.5616593066488
860,"10010651",26.9,"642.70001",33,"-0.83355683","2",-52.8054554054485,47.5305200064135
861,"10010651",26.9,"642.70001",33,"-0.83355683","2",-52.8055687202904,47.5319895007734
862,"10010777",3.5,"49.799999",2,"-2.003659","1",-52.6911277117877,47.6243219921715
863,"10010795",6.4000001,"71.199997",5,"-1.9074193","1",-52.6905645048925,47.6281144120115
864,"10010651",26.9,"642.70001",33,"-0.83355683","2",-52.8072361957379,47.5220915226687
865,"10010624",47.400002,"892.09998",19,"-0.38167584","2",-52.8075053905147,47.5214603889675
866,"10010250",163,"793.29999",309,"4.1808329","2",-52.7348006976898,47.5693025991804
867,"10010237",136.10001,"825.5",217,"2.9130175","2",-52.736372998165,47.5679098096405
868,"10010220",42.900002,"1072.1",44,"-0.10316336","3",-52.7396081961578,47.555885401726
869,"10010220",42.900002,"1072.1",44,"-0.10316336","3",-52.7386482706632,47.5566017994187
870,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7483972949356,47.5801792048342
871,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7747871887942,47.5735932934576
872,"10010653",13.1,"341.29999",16,"-1.4740517","1",-52.7840857148823,47.530382302269
873,"10010173",42.599998,"938.59998",27,"-0.36289769","2",-52.7669416935428,47.5386136893305
874,"10010173",42.599998,"938.59998",27,"-0.36289769","2",-52.7661424086187,47.5389498927476
875,"10010637",24.700001,"556.09998",20,"-1.0559282","2",-52.8172824046353,47.5056937091241
876,"10010787",1,"45.099998",0,"-2.07058","1",-52.7563241050543,47.6609993051022
877,"10010787",1,"45.099998",0,"-2.07058","1",-52.7542978936821,47.660949295772
878,"10010235",110.5,"1309.4",151,"2.2548168","3",-52.7355421043335,47.5631726111057
879,"10010236",102.5,"1117.3",152,"1.9641949","3",-52.736844897379,47.5631709025343
880,"10010646",30.700001,"536.79999",40,"-0.78731847","2",-52.7835049051071,47.5199917001361
881,"10010646",30.700001,"536.79999",40,"-0.78731847","2",-52.7859197184825,47.5206918932317
882,"10010206",46.799999,"1093.2",34,"-0.10203589","3",-52.754957110394,47.5386537948789
883,"10010206",46.799999,"1093.2",34,"-0.10203589","3",-52.7560202965637,47.5382594868225
884,"10010812",13.5,"314.89999",3,"-1.6009181","1",-52.7533690948198,47.5981923940337
885,"10010216",48.700001,"1125.7",52,"0.11532275","3",-52.7247341924705,47.5502251883873
886,"10010214",47.099998,"1101.1",56,"0.10127967","3",-52.7265416850834,47.5490103049382
887,"10010623",38.099998,"704.40002",10,"-0.7796579","2",-52.8134208854186,47.5235086022437
888,"10010623",38.099998,"704.40002",10,"-0.7796579","2",-52.8123962959463,47.5235364932301
889,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8826833182847,47.5820408020601
890,"10010801",9,"139.10001",0,"-1.8493179","1",-52.884200219514,47.5811703950782
891,"10010482",95.800003,"871.40002",247,"2.4729438","2",-52.7073204885893,47.5697870891619
892,"10010482",95.800003,"871.40002",247,"2.4729438","2",-52.7077823000237,47.5692672969399
893,"10010773",1,"17.6",0,"-2.0924637","1",-52.7248288880173,47.6121428078594
894,"10010773",1,"17.6",0,"-2.0924637","1",-52.727168931284,47.6106326743009
895,"10010619",27.5,"525.5",35,"-0.89842534","2",-52.8411226111706,47.5410727941113
896,"10010619",27.5,"525.5",35,"-0.89842534","2",-52.8403588227461,47.5420297968585
897,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7258714850816,47.59698089298
898,"10010357",43.900002,"482.5",34,"-0.64110953","2",-52.7240522028529,47.5816932992628
899,"10010242",38.099998,"836.29999",80,"-0.065259688","2",-52.7483613380966,47.560621409217
900,"10010242",38.099998,"836.29999",80,"-0.065259688","2",-52.7490620954417,47.5603667091273
901,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7290267897754,47.5998847065422
902,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7292348911266,47.6033728916569
903,"10010232",145.39999,"1456.2",214,"3.5590551","3",-52.7261924065928,47.566697108616
904,"10010233",161.39999,"1231.9",244,"3.9346657","3",-52.7269175832175,47.5673250048109
905,"10010298",130,"1362.8",208,"3.1505587","3",-52.7127156897382,47.56916009493
906,"10010298",130,"1362.8",208,"3.1505587","3",-52.7130079974795,47.5688744052573
907,"10010620",18.6,"422",6,"-1.3962041","2",-52.8183907206905,47.5300217870268
908,"10010491",5.8000002,"151.60001",0,"-1.8979541","1",-52.7670811016459,47.4945106912805
909,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7673919988982,47.4923013899475
910,"10010644",23.1,"363",9,"-1.3346534","2",-52.7855853064375,47.5088823016649
911,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7825233117604,47.5051327025787
912,"10010299",122.3,"1307.9",191,"2.8178983","3",-52.7097608055557,47.5649733080262
913,"10010299",122.3,"1307.9",191,"2.8178983","3",-52.7106719087734,47.5649141089685
914,"10010817",18.6,"252.39999",26,"-1.357044","1",-52.8561136065676,47.5309254035382
915,"10010817",18.6,"252.39999",26,"-1.357044","1",-52.8552419890429,47.5298567000251
916,"10010678",0,"4.4000001",0,"-2.1212754","1",-52.6572462181979,47.5254765010099
917,"10010678",0,"4.4000001",0,"-2.1212754","1",-52.6547699111029,47.5253053061707
918,"10010645",29.1,"512.40002",23,"-0.98403287","2",-52.7892312905766,47.5192456050214
919,"10010648",33,"558.40002",29,"-0.82379109","2",-52.78932860407,47.5182001872759
920,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7104305894174,47.6274702102368
921,"10010777",3.5,"49.799999",2,"-2.003659","1",-52.7068971169004,47.6243327579437
922,"10010626",48,"1030.4",26,"-0.1996917","3",-52.8076228059634,47.5201433947483
923,"10010628",46.400002,"930.5",30,"-0.27365693","2",-52.8075405966138,47.5193903009524
924,"10010818",24.700001,"387.39999",49,"-0.93769604","2",-52.8557677087336,47.5335660073392
925,"10010818",24.700001,"387.39999",49,"-0.93769604","2",-52.8551702049317,47.534331512045
926,"10010817",18.6,"252.39999",26,"-1.357044","1",-52.8471659324053,47.5212640899132
927,"10010817",18.6,"252.39999",26,"-1.357044","1",-52.8509584692489,47.515481751035
928,"10010356",60.799999,"898.59998",52,"0.15612023","2",-52.711011391336,47.5863517110194
929,"10010356",60.799999,"898.59998",52,"0.15612023","2",-52.7114755289189,47.5869396929284
930,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7140877090598,47.5543411922384
931,"10010629",50,"1001",15,"-0.28224126","3",-52.8120120094249,47.5126879086229
932,"10010629",50,"1001",15,"-0.28224126","3",-52.812968714977,47.5126997952204
933,"10010235",110.5,"1309.4",151,"2.2548168","3",-52.7326589860283,47.5632252033392
934,"10010486",39.099998,"257.29999",113,"-0.22040339","1",-52.6949355695389,47.5764796604407
935,"10010482",95.800003,"871.40002",247,"2.4729438","2",-52.6946767058696,47.5765959079229
936,"10010268",41.599998,"860",68,"-0.086798556","2",-52.7152317099587,47.602350403371
937,"10010248",43.599998,"891.5",77,"0.053239107","2",-52.7488267970438,47.5616840055392
938,"10010247",37.799999,"742.59998",79,"-0.1540226","2",-52.7489200784169,47.5616916012397
939,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.7217285145462,47.5579148015488
940,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.7198506922598,47.5602055905882
941,"10010606",17.6,"356.70001",6,"-1.4664757","2",-52.8964045084657,47.5425562086419
942,"10010606",17.6,"356.70001",6,"-1.4664757","2",-52.8940984234249,47.5438360993484
943,"10010342",62.799999,"1047",80,"0.5546025","3",-52.7124388922796,47.5954545938941
944,"10010342",62.799999,"1047",80,"0.5546025","3",-52.7108572023446,47.5959011084777
945,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7753651075108,47.5539363828184
946,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7744492800966,47.5522108989107
947,"10010304",77.199997,"1388.6",109,"1.3425467","3",-52.7175295978557,47.5562991978296
948,"10010304",77.199997,"1388.6",109,"1.3425467","3",-52.7182289691343,47.5560176684514
949,"10010339",56.400002,"775.5",33,"-0.18781057","2",-52.7261242836103,47.5949614996763
950,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7263081098676,47.5952916080619
951,"10010812",13.5,"314.89999",3,"-1.6009181","1",-52.7504552912315,47.6025651110172
952,"10010229",111.8,"1661",100,"2.1143954","3",-52.7233949816092,47.5641026987259
953,"10010229",111.8,"1661",100,"2.1143954","3",-52.7238405998407,47.5643118952563
954,"10010663",23.1,"535",0,"-1.2761353","2",-52.7949905024186,47.501167797846
955,"10010486",39.099998,"257.29999",113,"-0.22040339","1",-52.6816168166819,47.5796226892283
956,"10010486",39.099998,"257.29999",113,"-0.22040339","1",-52.6803651112185,47.5795315716013
957,"10010821",17.299999,"161.89999",3,"-1.6531044","1",-52.7468904203906,47.5253990999674
958,"10010356",60.799999,"898.59998",52,"0.15612023","2",-52.7121263152407,47.5873471986088
959,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7484224179833,47.560718399565
960,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.7914003027602,47.5488139024909
961,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.7894382036305,47.5486438120004
962,"10010343",50,"913.40002",77,"0.18783371","2",-52.7130025944981,47.5988655097087
963,"10010344",41.599998,"776.09998",61,"-0.21450792","2",-52.7135653082814,47.5998018900526
964,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.8275180859193,47.5726923927691
965,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.8286803010293,47.5726335977284
966,"10010191",1.6,"67.800003",4,"-2.0067065","1",-52.709575595557,47.5483825955822
967,"10010781",1,"62.099998",0,"-2.0570517","1",-52.7453288110174,47.6500004909715
968,"10010781",1,"62.099998",0,"-2.0570517","1",-52.7443765152633,47.6501949011754
969,"10010635",30.1,"469.20001",4,"-1.1655213","2",-52.8289744969219,47.5161799122157
970,"10010636",9,"208.8",1,"-1.7851459","1",-52.8281703189191,47.5148248983004
971,"10010265",54.400002,"966.29999",79,"0.32789519","3",-52.7052086865493,47.5985136954655
972,"10010265",54.400002,"966.29999",79,"0.32789519","3",-52.7059253051833,47.599276915226
973,"10010305",69.5,"1106.1",105,"0.94194764","3",-52.7192259177864,47.5549241026577
974,"10010621",28.5,"578.5",16,"-1.0033598","2",-52.8121677892927,47.5303222077069
975,"10010621",28.5,"578.5",16,"-1.0033598","2",-52.8122020020236,47.5320853103123
976,"10010174",49.299999,"972.5",31,"-0.17843668","3",-52.7665630128759,47.5356500998989
977,"10010174",49.299999,"972.5",31,"-0.17843668","3",-52.7677307911425,47.5360009976931
978,"10010339",56.400002,"775.5",33,"-0.18781057","2",-52.7229768035863,47.5914724931469
979,"10010339",56.400002,"775.5",33,"-0.18781057","2",-52.7222591945165,47.5910874062764
980,"10010263",51.200001,"931.70001",56,"0.041534819","2",-52.7006949115676,47.5930558942093
981,"10010279",49.599998,"786",44,"-0.20817652","2",-52.6994095981139,47.5932098900179
982,"10010233",161.39999,"1231.9",244,"3.9346657","3",-52.7306034066002,47.5649929068304
983,"10010233",161.39999,"1231.9",244,"3.9346657","3",-52.7313467896234,47.565764492748
984,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7636989981479,47.5104718933341
985,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.761090788784,47.5087303078348
986,"10010298",130,"1362.8",208,"3.1505587","3",-52.7134451080063,47.567599106416
987,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7146988123222,47.5685341918878
988,"10010656",36.799999,"851.09998",14,"-0.65189177","2",-52.798169491656,47.5071559088607
989,"10010779",13.8,"164.3",9,"-1.663033","1",-52.7361827222132,47.6491800242224
990,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.7237444158193,47.558950405495
991,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.722899997657,47.5579283030881
992,"10010777",3.5,"49.799999",2,"-2.003659","1",-52.6922210011142,47.6284557127579
993,"10010276",41,"693.20001",32,"-0.54394263","2",-52.693027119903,47.5994681019575
994,"10010282",0.60000002,"31.5",1,"-2.0800192","1",-52.693196009755,47.6001674022585
995,"10010460",60.5,"823.5",68,"0.23016444","2",-52.7563209783985,47.5281679023039
996,"10010460",60.5,"823.5",68,"0.23016444","2",-52.7576306025481,47.5291916015022
997,"10010175",56.400002,"1129.6",53,"0.2680991","3",-52.7588335843959,47.5313957017245
998,"10010484",53.5,"827.5",60,"0.035546392","2",-52.7580850956252,47.5320550938223
999,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8817456843378,47.5778898999968
1000,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8808985167123,47.5767172977268
1001,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7495876003147,47.5601787030865
1002,"10010242",38.099998,"836.29999",80,"-0.065259688","2",-52.750252390053,47.559838395072
1003,"10010199",35.5,"930.40002",11,"-0.63870466","2",-52.7379659067083,47.5371759086669
1004,"10010199",35.5,"930.40002",11,"-0.63870466","2",-52.7374434074843,47.5394604062517
1005,"10010295",105.7,"885.59998",212,"2.3607693","2",-52.7059342487928,47.5661120263763
1006,"10010294",105.4,"957.09998",183,"2.1596951","3",-52.706037608951,47.5660315399561
1007,"10010629",50,"1001",15,"-0.28224126","3",-52.8056007892656,47.5127980998317
1008,"10010629",50,"1001",15,"-0.28224126","3",-52.8072385013153,47.5117554013233
1009,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7165753109069,47.5521408044153
1010,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7163508118064,47.5523790912269
1011,"10010771",3.2,"52.099998",0,"-2.0247333","1",-52.8116626167069,47.611251498135
1012,"10010771",3.2,"52.099998",0,"-2.0247333","1",-52.8107335016849,47.6128588980436
1013,"10010279",49.599998,"786",44,"-0.20817652","2",-52.6967767204714,47.5969381000687
1014,"10010276",41,"693.20001",32,"-0.54394263","2",-52.6962917070957,47.5975752151721
1015,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7228453092406,47.569230890031
1016,"10010251",168.10001,"1020.3",335,"4.6812034","3",-52.7233664985426,47.5700764733653
1017,"10010248",43.599998,"891.5",77,"0.053239107","2",-52.7467199836706,47.5610952015777
1018,"10010802",6.4000001,"58.700001",3,"-1.934779","1",-52.8498634941777,47.5730740064666
1019,"10010802",6.4000001,"58.700001",3,"-1.934779","1",-52.8531050169511,47.573491734616
1020,"10010804",7.6999998,"137.8",0,"-1.8741519","1",-52.8973025898332,47.5648571944051
1021,"10010804",7.6999998,"137.8",0,"-1.8741519","1",-52.8994604918679,47.5668100906815
1022,"10010815",22.700001,"378.89999",16,"-1.2683799","2",-52.742888286634,47.5830371964032
1023,"10010308",131.89999,"1626.6",152,"2.9077213","3",-52.7157357870303,47.564055506349
1024,"10010308",131.89999,"1626.6",152,"2.9077213","3",-52.7166467996283,47.5638620075567
1025,"10010198",37.099998,"1001.5",17,"-0.50059575","3",-52.7305072097772,47.5431015988806
1026,"10010198",37.099998,"1001.5",17,"-0.50059575","3",-52.7324858873106,47.5422529049336
1027,"10010490",35.5,"640.40002",30,"-0.70406258","2",-52.7401847988621,47.533156012489
1028,"10010219",42.900002,"1156.2",28,"-0.17553774","3",-52.735296399569,47.5488697926776
1029,"10010219",42.900002,"1156.2",28,"-0.17553774","3",-52.7367038927457,47.5480469006312
1030,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7703163972363,47.5650345002117
1031,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7737327913284,47.5662055077355
1032,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7909852428359,47.5552160495009
1033,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7903880699692,47.5542291660334
1034,"10010486",39.099998,"257.29999",113,"-0.22040339","1",-52.6968715997488,47.5726408103957
1035,"10010244",51.200001,"291.39999",81,"-0.25034726","1",-52.7585514046304,47.5607801149828
1036,"10010256",60.200001,"916.79999",75,"0.35986191","2",-52.7105270912466,47.5833265981233
1037,"10010256",60.200001,"916.79999",75,"0.35986191","2",-52.7132073116703,47.5819098074789
1038,"10010769",3.5,"72.800003",0,"-2.0027685","1",-52.833937995576,47.6160420105902
1039,"10010338",43.200001,"543.09998",19,"-0.73629367","2",-52.7320760241603,47.5906965982039
1040,"10010338",43.200001,"543.09998",19,"-0.73629367","2",-52.7320333779734,47.590211299538
1041,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7102491841595,47.5621064029379
1042,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7106408995156,47.5618333478714
1043,"10010267",46.400002,"896.90002",80,"0.13491553","2",-52.7086971012599,47.6018720996328
1044,"10010267",46.400002,"896.90002",80,"0.13491553","2",-52.7105334894789,47.6010709047262
1045,"10010270",27.5,"614.90002",70,"-0.52256519","2",-52.7148765143201,47.6118307938481
1046,"10010270",27.5,"614.90002",70,"-0.52256519","2",-52.7158526115286,47.6116750085939
1047,"10010821",17.299999,"161.89999",3,"-1.6531044","1",-52.7425753177134,47.5279096950936
1048,"10010821",17.299999,"161.89999",3,"-1.6531044","1",-52.7412967851349,47.528217105883
1049,"10010282",0.60000002,"31.5",1,"-2.0800192","1",-52.6813879946008,47.6104353914879
1050,"10010282",0.60000002,"31.5",1,"-2.0800192","1",-52.681706611659,47.6098868043354
1051,"10010787",1,"45.099998",0,"-2.07058","1",-52.7575045097861,47.6568272105166
1052,"10010787",1,"45.099998",0,"-2.07058","1",-52.773158712429,47.6527139293948
1053,"10010304",77.199997,"1388.6",109,"1.3425467","3",-52.7203406940982,47.5552763086719
1054,"10010304",77.199997,"1388.6",109,"1.3425467","3",-52.7207632160079,47.5551888970201
1055,"10010240",42,"981.29999",83,"0.14764559","3",-52.7458014752014,47.5590576008969
1056,"10010240",42,"981.29999",83,"0.14764559","3",-52.7458102902447,47.5581216882823
1057,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7911336927389,47.5060665605634
1058,"10010643",32,"566",9,"-1.0101748","2",-52.7914966398269,47.5058863110066
1059,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.840387389785,47.521207304183
1060,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.8396550134453,47.5207780955232
1061,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7226273135169,47.5689363051755
1062,"10010220",42.900002,"1072.1",44,"-0.10316336","3",-52.7432929981565,47.5507633940258
1063,"10010209",37.099998,"846.70001",32,"-0.49318916","2",-52.7448052158812,47.549471596917
1064,"10010253",139.89999,"545.29999",312,"3.5866983","2",-52.725498001296,47.5763176093705
1065,"10010253",139.89999,"545.29999",312,"3.5866983","2",-52.7258374132217,47.5773383031857
1066,"10010629",50,"1001",15,"-0.28224126","3",-52.8206141497513,47.5115427535147
1067,"10010294",105.4,"957.09998",183,"2.1596951","3",-52.7085476050601,47.5649996902449
1068,"10010294",105.4,"957.09998",183,"2.1596951","3",-52.708830016751,47.5646895963616
1069,"10010820",24.299999,"407.5",64,"-0.79843062","2",-52.854030203625,47.5359156982634
1070,"10010799",6.6999998,"90.800003",1,"-1.9211547","1",-52.8746606171406,47.5976055045645
1071,"10010806",14.1,"306.20001",2,"-1.6055633","1",-52.8666757102719,47.5354224938234
1072,"10010610",21.799999,"408.39999",6,"-1.3484432","2",-52.8680115098404,47.5359946923687
1073,"10010232",145.39999,"1456.2",214,"3.5590551","3",-52.7285332963456,47.564304312498
1074,"10010647",33.599998,"701.29999",40,"-0.60332149","2",-52.8040118966735,47.519913795875
1075,"10010628",46.400002,"930.5",30,"-0.27365693","2",-52.8043170050241,47.5168045005425
1076,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7216518870428,47.5701396987999
1077,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.8397781962259,47.5212619976837
1078,"10010206",46.799999,"1093.2",34,"-0.10203589","3",-52.7558155794144,47.5416350373738
1079,"10010206",46.799999,"1093.2",34,"-0.10203589","3",-52.7554003804883,47.5422703627771
1080,"10010283",35.200001,"475",108,"-0.16209204","2",-52.6911592890327,47.5852695094899
1081,"10010285",47.400002,"724.09998",136,"0.5032602","2",-52.6921708778146,47.5844717002048
1082,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8857487070385,47.5808691121359
1083,"10010208",15.1,"479.79999",9,"-1.3881651","2",-52.7504379019105,47.553156629119
1084,"10010208",15.1,"479.79999",9,"-1.3881651","2",-52.75140840899,47.552988307972
1085,"10010773",1,"17.6",0,"-2.0924637","1",-52.754053729933,47.6147977985351
1086,"10010207",37.5,"876",8,"-0.67149901","2",-52.7510450098095,47.5440765061033
1087,"10010207",37.5,"876",8,"-0.67149901","2",-52.7530518994986,47.5440818886204
1088,"10010490",35.5,"640.40002",30,"-0.70406258","2",-52.737313150135,47.5342783565264
1089,"10010490",35.5,"640.40002",30,"-0.70406258","2",-52.7388162020024,47.5327538857735
1090,"10010812",13.5,"314.89999",3,"-1.6009181","1",-52.7591419889619,47.6060136011444
1091,"10010260",54.400002,"884.40002",81,"0.28013331","2",-52.702658821487,47.587987696325
1092,"10010261",53.5,"919.20001",55,"0.06498827","2",-52.7040549085241,47.5879759914058
1093,"10010648",33,"558.40002",29,"-0.82379109","2",-52.7912962011577,47.5202031044197
1094,"10010647",33.599998,"701.29999",40,"-0.60332149","2",-52.7916357882606,47.5215926003995
1095,"10010771",3.2,"52.099998",0,"-2.0247333","1",-52.8106897936847,47.6150640901775
1096,"10010771",3.2,"52.099998",0,"-2.0247333","1",-52.8069792984316,47.620917411176
1097,"10010255",64.400002,"768.59998",158,"1.041434","2",-52.7195434007969,47.5785818719849
1098,"10010253",139.89999,"545.29999",312,"3.5866983","2",-52.720097504401,47.578297412804
1099,"10010610",21.799999,"408.39999",6,"-1.3484432","2",-52.8699841832595,47.5376632004949
1100,"10010806",14.1,"306.20001",2,"-1.6055633","1",-52.870534803925,47.5378251963051
1101,"10010294",105.4,"957.09998",183,"2.1596951","3",-52.7091041197226,47.5650350022309
1102,"10010294",105.4,"957.09998",183,"2.1596951","3",-52.709289308059,47.5648697006087
1103,"10010250",163,"793.29999",309,"4.1808329","2",-52.7358775908276,47.5701052005705
1104,"10010220",42.900002,"1072.1",44,"-0.10316336","3",-52.7356351478305,47.5540538819766
